AverageFlow Volume Duration Outlet
89.69945355191255 16415 194 showerHead
65.51451187335093 24830 403 showerHead
46.40487804878049 9513 219 showerHead
82.82300884955751 9359 125 showerHead
89.09401709401709 20848 256 showerHead
56.75077881619938 18217 341 showerHead
46.62857142857143 1632 38 showerHead
60.42857142857143 2961 53 showerHead
68.63302752293578 7481 118 showerHead
85.47204968944101 13761 171 showerHead
52.457142857142856 7344 148 showerHead
36.26600985221675 7362 215 showerHead
64.83333333333333 389 9 showerHead
61.92957746478874 4397 75 showerHead
82.81592039800995 16646 213 showerHead
40.75 652 17 showerHead
85.74698795180723 7117 89 showerHead
110.36 2759 27 showerHead
99.68345323741009 13856 149 showerHead
79.91267605633803 28369 377 showerHead
15.541436464088395 2813 193 showerHead
78.44585987261145 12316 166 showerHead
58.01818181818182 3191 58 showerHead
86.58163265306122 8485 104 showerHead
53.194444444444436 5745 115 showerHead
58.137931034482754 1686 31 showerHead
105.46938775510205 5168 52 showerHead
80.61635220125788 12818 169 showerHead
78.99253731343283 10585 142 showerHead
68.99019607843137 7037 109 showerHead
72.5 580 8 showerHead
66.68452380952381 11203 179 showerHead
67.00869565217391 7706 124 showerHead
100.59223300970874 10361 109 showerHead
52.45833333333334 1259 25 showerHead
50.07272727272727 5508 117 showerHead
50.55172413793103 2932 62 showerHead
96.13793103448276 13940 156 showerHead
68.14150943396227 14446 225 showerHead
82.7930283224401 38002 487 showerHead
79.27480916030535 10385 139 showerHead
74.84433962264151 15867 225 showerHead
93.87272727272727 41304 469 showerHead
84.49367088607596 6675 84 showerHead
57.22916666666666 2747 55 showerHead
57.385964912280706 9813 182 showerHead
111.4351851851852 12035 116 showerHead
92.94014084507042 26395 305 showerHead
80.953125 25905 339 showerHead
58.16949152542373 3432 62 showerHead
98.4761904761905 4136 45 showerHead
81.21126760563381 5766 75 showerHead
101.26 10126 105 showerHead
61.88442211055276 12315 215 showerHead
89.58844765342958 24816 294 showerHead
87.77 8777 106 showerHead
93.96969696969695 3101 35 showerHead
61.85454545454545 3402 58 showerHead
80.203125 20532 271 showerHead
101.00458715596329 22019 231 showerHead
58.61627906976744 25205 457 showerHead
48.85049833887043 14704 326 showerHead
49.28436018957346 10399 224 showerHead
51.57894736842106 1960 40 showerHead
103.59615384615385 5387 55 showerHead
98.63333333333334 2959 32 showerHead
76.77777777777777 2073 29 showerHead
86.51768488745981 26907 331 showerHead
94.53358208955223 25335 285 showerHead
97.09782608695652 8933 100 showerHead
102.25 1636 17 showerHead
87.1861471861472 20140 246 showerHead
52.77519379844962 27232 548 showerHead
94.24162679425837 39393 444 showerHead
16.648 2081 132 showerHead
65.52525252525253 6487 105 showerHead
58.65625 11262 204 showerHead
79.61835748792271 16481 225 showerHead
49.725118483412324 10492 228 showerHead
91.83333333333331 6061 70 showerHead
88.29411764705883 3002 36 showerHead
104.63888888888887 3767 38 showerHead
98.3 19660 212 showerHead
104.44444444444444 17860 181 showerHead
101.35625 16217 170 showerHead
99.42105263157896 11334 122 showerHead
85.79795396419438 33547 414 showerHead
114.49137931034485 13281 123 showerHead
97.7107843137255 19933 216 showerHead
96.11111111111113 37195 411 showerHead
49.69911504424779 11232 240 showerHead
43.877192982456144 2501 61 showerHead
107.64335664335665 15393 152 showerHead
90.52797202797206 25891 303 showerHead
88.432 22108 265 showerHead
112.74545454545456 12402 117 showerHead
92.29718004338396 42549 490 showerHead
88.9952380952381 18689 223 showerHead
64.51636363636364 17742 292 showerHead
104.05095541401272 16336 167 showerHead
52.16595744680851 12259 249 showerHead
84.8136645962733 13655 171 showerHead
102.30769230769229 3990 41 showerHead
108.4294871794872 16915 169 showerHead
48.61160714285714 21778 478 showerHead
78.94638694638695 33868 456 showerHead
51.51098901098903 9375 193 showerHead
80.62037037037038 17414 229 showerHead
79.30769230769229 3093 41 showerHead
82.24175824175825 7484 96 showerHead
76.0 3648 51 showerHead
83.23648648648648 12319 156 showerHead
84.72483221476509 12624 161 showerHead
73.54088050314465 11693 171 showerHead
73.77777777777777 3984 57 showerHead
81.59405940594058 8241 107 showerHead
54.0232558139535 2323 49 showerHead
113.96774193548387 3533 33 showerHead
88.8066037735849 37654 449 showerHead
59.47260273972603 17366 309 showerHead
54.98203592814371 18364 355 showerHead
61.6875 2961 50 showerHead
34.57142857142857 242 8 showerHead
39.951871657754005 14942 397 showerHead
105.37993920972643 34670 350 showerHead
86.40625 8295 102 showerHead
91.06930693069307 9198 108 showerHead
96.78787878787878 3194 35 showerHead
50.60363636363636 13916 291 showerHead
58.09737827715356 15512 282 showerHead
46.4702842377261 17984 409 showerHead
57.683982683982684 13325 246 showerHead
98.83557046979864 29453 315 showerHead
49.855371900826455 12065 257 showerHead
56.575438596491225 16124 304 showerHead
50.0 1450 30 showerHead
47.298507462686565 3169 73 showerHead
84.18595041322314 20373 256 showerHead
89.42346938775509 17527 208 showerHead
50.9366515837104 22514 470 showerHead
53.447265625 27365 547 showerHead
64.67857142857143 18110 297 showerHead
44.08 2204 53 showerHead
68.46601941747574 7052 110 showerHead
69.83295711060947 30936 479 showerHead
89.83200000000001 22458 270 showerHead
66.921875 12849 221 showerHead
64.89803921568627 16549 271 showerHead
85.08333333333333 1021 12 showerHead
73.57142857142857 1030 15 showerHead
55.8314606741573 9938 191 showerHead
77.01886792452831 8164 112 showerHead
76.34482758620689 2214 31 showerHead
65.5 3275 53 showerHead
