AverageFlow Volume Duration Outlet
41.35 1654 42 washroomBasin
35.5 213 7 washroomBasin
32.44444444444444 292 9 washroomBasin
34.8095238095238 731 22 washroomBasin
20.166666666666668 121 6 washroomBasin
41.48979591836735 2033 77 washroomBasin
14.666666666666664 88 9 washroomBasin
24.75 198 8 washroomBasin
16.714285714285715 117 8 washroomBasin
16.363636363636363 360 23 washroomBasin
19.33333333333333 116 6 washroomBasin
44.16666666666666 795 22 washroomBasin
52.1875 835 17 washroomBasin
20.88888888888889 376 19 washroomBasin
34.22222222222222 616 20 washroomBasin
14.2 142 10 washroomBasin
16.666666666666668 400 26 washroomBasin
25.33333333333333 532 22 washroomBasin
41.9 419 10 washroomBasin
43.6 654 16 washroomBasin
28.237410071942445 3925 147 washroomBasin
38.01190476190476 3193 95 washroomBasin
13.625 109 9 washroomBasin
28.37037037037037 2298 86 washroomBasin
20.285714285714285 142 8 washroomBasin
18.875 151 8 washroomBasin
28.0 280 11 washroomBasin
16.375 131 9 washroomBasin
60.60655737704918 3697 66 washroomBasin
29.444444444444446 265 9 washroomBasin
26.5 159 6 washroomBasin
15.2 152 11 washroomBasin
20.176470588235293 343 18 washroomBasin
15.4375 247 17 washroomBasin
36.714285714285715 771 22 washroomBasin
16.083333333333332 386 25 washroomBasin
24.0 936 41 washroomBasin
18.571428571428573 130 7 washroomBasin
28.517241379310345 1654 62 washroomBasin
16.928571428571427 237 15 washroomBasin
43.95652173913044 1011 25 washroomBasin
15.076923076923075 392 28 washroomBasin
13.043478260869565 300 25 washroomBasin
7.9411764705882355 135 18 washroomBasin
19.33333333333333 580 32 washroomBasin
20.285714285714285 1562 82 washroomBasin
36.25 1015 30 washroomBasin
39.17241379310345 2272 61 washroomBasin
13.25 159 14 washroomBasin
31.181818181818183 1029 36 washroomBasin
15.0 180 13 washroomBasin
15.416666666666664 185 12 washroomBasin
28.32142857142857 793 30 washroomBasin
47.611111111111114 1714 38 washroomBasin
29.818181818181817 328 12 washroomBasin
21.6 324 16 washroomBasin
15.857142857142858 111 8 washroomBasin
59.098039215686285 3014 54 washroomBasin
49.541176470588226 4211 90 washroomBasin
40.92307692307692 532 14 washroomBasin
30.4 608 21 washroomBasin
31.52173913043478 725 24 washroomBasin
25.0 700 33 washroomBasin
28.5 171 6 washroomBasin
27.5 275 10 washroomBasin
26.0 1820 78 washroomBasin
39.18181818181818 431 13 washroomBasin
36.0 540 16 washroomBasin
19.09090909090909 630 35 washroomBasin
42.285714285714285 1776 44 washroomBasin
15.222222222222221 411 29 washroomBasin
31.902777777777782 2297 77 washroomBasin
10.5 126 13 washroomBasin
4.4 66 17 washroomBasin
25.606557377049178 1562 65 washroomBasin
41.5 664 17 washroomBasin
19.5 117 7 washroomBasin
33.42857142857143 234 7 washroomBasin
16.916666666666668 406 26 washroomBasin
29.87037037037037 1613 57 washroomBasin
19.94117647058824 339 18 washroomBasin
42.66666666666666 4608 114 washroomBasin
16.384615384615387 213 14 washroomBasin
60.769230769230774 790 14 washroomBasin
42.34 2117 53 washroomBasin
18.33333333333333 110 6 washroomBasin
55.03921568627451 2807 54 washroomBasin
41.85 837 21 washroomBasin
16.125 129 9 washroomBasin
33.06896551724138 959 31 washroomBasin
36.888888888888886 2324 67 washroomBasin
46.73333333333333 701 16 washroomBasin
57.69230769230769 750 14 washroomBasin
38.78947368421053 737 20 washroomBasin
48.4 484 10 washroomBasin
45.3125 725 17 washroomBasin
66.23076923076923 861 14 washroomBasin
46.18181818181818 508 16 washroomBasin
33.4375 535 17 washroomBasin
55.42857142857143 388 8 washroomBasin
10.236842105263158 389 40 washroomBasin
66.12195121951221 2711 43 washroomBasin
13.333333333333336 280 23 washroomBasin
42.846153846153854 1114 27 washroomBasin
48.09230769230769 3126 69 washroomBasin
31.5 189 6 washroomBasin
78.66666666666667 472 6 washroomBasin
28.894736842105264 549 22 washroomBasin
58.18181818181818 1920 36 washroomBasin
36.904761904761905 775 23 washroomBasin
41.0 246 6 washroomBasin
28.5 171 6 washroomBasin
17.05263157894737 324 21 washroomBasin
